gene_symbol,challenge_idx,source_col,split,ctrl_mean,ctrl_std
BEX2,834,1112,rest,0.23913257,0.39389873
CNDP2,837,961,panel,0.113822475,0.26088622
FOPNL,839,841,rest,0.23292005,0.35410175
IMPA1,841,491,rest,0.15507801,0.31931117
CCNB1,842,314,panel,0.69894177,0.6499127
CDK7,843,315,panel,0.15707077,0.29193464
BHLHE40,844,193,panel,0.5790087,0.530981
EDEM1,845,194,panel,0.08706743,0.2285325
EMC7,846,787,rest,0.36965784,0.42979234
PSRC1,848,65,panel,0.07868385,0.22587067
CCNH,850,319,panel,0.39021993,0.43770072
CDCA8,853,27,rest,0.4197241,0.51124424
ERCC5,855,729,rest,0.20687336,0.34790605
STT3A,856,652,rest,0.20192869,0.34126323
CTSL,858,524,panel,0.2853666,0.4266127
CEMIP2,859,523,panel,0.09898966,0.24551822
FBXO21,860,700,panel,0.11183674,0.26614732
DMTF1,863,433,panel,0.12897101,0.2862738
TES,864,448,panel,0.09072226,0.25026983
MRAP2,865,384,rest,0.07893466,0.21876495
GDF11,868,679,rest,0.14394513,0.30669707
CDK4,869,684,panel,0.9195018,0.5290037
TFCP2,870,675,rest,0.17702335,0.33047274
COG2,875,126,panel,0.18152164,0.3253346
USP37,876,184,rest,0.15274371,0.3071808
CAB39,878,189,panel,0.53382665,0.49906954
REV1,879,161,rest,0.2154498,0.3491645
C2orf49,880,163,rest,0.1854023,0.32083467
PWP1,881,694,panel,0.44954446,0.46011674
WASHC4,882,692,panel,0.15723321,0.30967996
FLNB,883,228,rest,0.17527471,0.3263619
TBC1D4,884,722,rest,0.32839048,0.42665744
KDELR2,886,413,panel,0.60079646,0.49775487
BZW2,887,415,panel,0.6775145,0.49901578
TTC5,889,733,rest,0.12764166,0.2779506
NMT1,890,924,panel,0.35342234,0.4142399
EPRS,892,116,panel,1.457857,0.5545203
YME1L1,894,560,panel,0.52802145,0.46837533
TOR1A,895,544,panel,0.30201674,0.39992857
PRPF4,898,532,panel,0.36975873,0.42596242
FPGS,899,535,panel,0.17514408,0.312759
USP20,900,545,rest,0.3215708,0.41438046
TEX10,901,526,panel,0.24810232,0.37252524
MYC,902,502,panel,1.0363404,0.6304659
DENND4C,903,517,rest,0.076758035,0.21701989
CNPY3,904,374,panel,0.21039872,0.34464216
PPIL1,905,372,rest,0.3962732,0.42961213
ZSCAN9,906,360,rest,0.0771538,0.22135918
TFAP2A,907,354,panel,0.09724345,0.25218925
TUBB2A,908,352,rest,0.08965053,0.23394153
BPHL,909,351,panel,0.0809351,0.21989882
IER3,910,363,panel,0.10726777,0.30903828
ARRB1,911,633,rest,0.15129992,0.29993278
PRCP,913,636,panel,0.15436375,0.30289638
SDCBP,914,486,rest,0.47022733,0.48069328
DCUN1D5,917,640,rest,0.87422264,0.5519229
SLC37A4,919,647,panel,0.22195603,0.35420978
RDX,920,643,rest,0.5767775,0.50594103
MAP2K5,922,805,panel,0.08092501,0.22508645
CTDSPL2,924,792,rest,0.17888214,0.32197404
NUSAP1,925,790,panel,0.47426048,0.5098813
KIF23,926,807,rest,0.23619872,0.37558544
ADAM10,928,797,panel,0.22771776,0.36456743
SLC5A6,929,137,panel,0.21011734,0.34194756
FBXO11,930,144,panel,0.1830438,0.3266372
ANXA7,931,578,panel,0.4538287,0.4623246
TET1,932,569,rest,0.41040692,0.46893674
SECISBP2L,934,793,rest,0.08211972,0.24163263
CENPE,938,292,panel,0.35410917,0.5042634
HADH,939,294,panel,0.33766952,0.42149726
LLPH,942,686,rest,0.33574748,0.41927248
TCHP,945,697,rest,0.17168447,0.31877142
GALNT6,946,676,rest,0.09354142,0.24314378
ZNF740,947,677,rest,0.08612462,0.23293655
RB1,948,718,panel,0.27833158,0.4030417
RBM26,949,724,rest,0.57888913,0.51205796
MBNL2,950,726,panel,0.098313235,0.25834492
WDR20,955,778,rest,0.063034944,0.20116363
BNIP2,956,800,rest,0.31782308,0.4052531
GTF2A2,957,799,panel,0.888637,0.5311486
UBE2Q2,958,809,rest,0.10805756,0.2612092
TSPAN3,961,810,panel,0.33752683,0.4248528
WDR61,962,811,panel,0.36561677,0.42844698
TPM1,963,801,panel,0.12676305,0.27952367
IGF1R,964,817,panel,0.15953007,0.31059316
IQGAP1,967,816,panel,0.51518714,0.49660638
PMM2,968,836,panel,0.16262709,0.30855733
PARN,969,839,rest,0.20346613,0.34887698
TXNL4B,970,869,panel,0.09079264,0.23906872
MBTPS1,972,875,panel,0.18630844,0.33502176
RHOT2,975,820,rest,0.28929687,0.38844788
PDPK1,976,829,rest,0.16790043,0.31087542
VPS53,978,877,rest,0.15189482,0.3011426
SPATA22,979,884,rest,0.06841347,0.20661476
CLTC,980,930,panel,1.0433096,0.54639566
SLC39A6,981,957,rest,0.06523077,0.20348708
PELP1,982,885,rest,0.25255322,0.36691943
PMAIP1,987,960,panel,0.07106654,0.22221544
MVB12A,990,994,rest,0.25504336,0.37004033
CCDC97,991,1011,rest,0.07347021,0.2204798
IFNAR1,993,1070,panel,0.32984316,0.41015396
AKT1,995,782,panel,0.25646418,0.37857482
PSMB6,996,886,rest,0.9787671,0.5364373
NOSIP,997,1026,panel,0.49611896,0.45887738
WDTC1,999,20,panel,0.050580814,0.17091894
KIF2C,1000,41,panel,0.4648256,0.514882
PTPRF,1001,35,panel,0.14082506,0.29656497
MTF2,1002,59,panel,0.49424264,0.47964272
MPC2,1004,99,panel,0.41640007,0.4763514
CREG1,1005,97,panel,0.45010537,0.470575
TMCO1,1006,96,panel,0.82210845,0.53543764
MGST3,1008,95,rest,0.6035939,0.5148145
COP1,1009,103,rest,0.20447241,0.34629807
UFC1,1010,91,rest,0.8116113,0.5261684
PPOX,1011,92,panel,0.118823454,0.26739818
PFDN2,1012,89,rest,1.0789245,0.5600803
PIGM,1013,88,rest,0.077029854,0.22451058
PRUNE1,1014,73,panel,0.07045446,0.20304878
SF3B4,1015,71,rest,0.3149646,0.41731918
ADAMTSL4,1016,72,rest,0.24474059,0.36685342
RFX5,1017,77,panel,0.075678535,0.22275245
DYRK3,1020,109,panel,0.11247425,0.26107514
TP53BP2,1022,118,panel,0.41689712,0.45762238
INTS3,1024,80,panel,0.122115016,0.2829473
SCCPDH,1025,132,panel,0.43566978,0.44335726
NVL,1026,119,panel,0.23221964,0.3613919
PARP1,1028,122,panel,1.5400535,0.5140482
LBR,1029,120,panel,0.8747131,0.5674145
ZNF514,1030,159,rest,0.06466782,0.20381628
SFXN5,1032,151,rest,0.09619437,0.2556119
DUSP11,1033,152,panel,0.15632787,0.306972
RALB,1034,165,panel,0.1796021,0.3240997
HSPD1,1036,176,panel,2.75423,0.43829527
VGLL4,1038,197,panel,0.18839464,0.33024904
TMF1,1039,229,rest,0.23006752,0.3622937
ATG3,1040,233,panel,0.42761216,0.46535525
ENOPH1,1046,286,panel,0.2832744,0.38876396
CCNA2,1048,297,panel,0.75165427,0.61889684
SSBP2,1051,317,panel,0.16574426,0.31367493
RASA1,1052,318,panel,0.06501637,0.20247693
TNIP1,1053,340,panel,0.17473714,0.31991187
WTAP,1061,404,rest,0.4474969,0.46243688
CDCA5,1064,622,rest,0.29909697,0.4104278
TLK2,1066,933,panel,0.25813186,0.37984785
LUC7L2,1067,455,rest,0.9996529,0.5670283
EBP,1069,1101,panel,0.46344578,0.46743754
NSDHL,1071,1125,panel,0.18706444,0.32589057
LRP12,1072,498,rest,0.07605597,0.22254539
POLR2K,1073,497,panel,0.52564615,0.4892723
ZNF7,1074,514,rest,0.14451341,0.29454386
USP6NL,1079,556,panel,0.07977357,0.22870974
RSU1,1080,558,panel,0.1574642,0.30403602
PARD3,1081,562,rest,0.15753175,0.3112106
POLR3A,1083,581,rest,0.2541622,0.3638071
MKI67,1084,598,rest,0.72931045,0.674687
PAK1,1085,635,panel,0.17452872,0.31769118
HYOU1,1086,648,panel,0.30585518,0.41335562
EI24,1087,651,rest,1.0307299,0.5360576
CHEK1,1088,653,panel,0.41876623,0.45287326
LSM14B,1090,1060,rest,0.108272254,0.25935665
YTHDF1,1091,1062,panel,0.23934986,0.37341028
ARID5B,1094,566,panel,0.12320448,0.2799201
PDCD4,1096,593,rest,0.2862221,0.39957404
MTMR12,1100,307,rest,0.10283912,0.25303978
DLAT,1103,644,rest,0.51229876,0.48298568
UBE3B,1104,695,panel,0.09447917,0.23957576
EIF4E,1105,289,rest,0.6692002,0.5046808
NUBPL,1106,746,rest,0.098655604,0.24642132
INPP1,1107,173,panel,0.11286968,0.28603408
SLC25A4,1108,304,panel,0.44157442,0.4756148
BAG3,1113,596,panel,0.07928317,0.22498617
RPP38,1116,557,panel,0.2572454,0.37427294
PAN3,1117,714,rest,0.1295176,0.27735895
MBNL1,1120,253,panel,0.5389537,0.49925947
MED21,1123,668,rest,0.15834905,0.30255732
CAST,1124,323,panel,0.2051657,0.34635547
CETN3,1125,321,panel,0.13358735,0.29082185
SMARCA5,1126,299,rest,1.0147008,0.56525224
RPIA,1130,158,panel,0.21879628,0.3636725
HS2ST1,1133,57,panel,0.29001588,0.40021065
PPP2R5E,1134,767,panel,0.2839895,0.38619587
OTULIN,1135,306,rest,0.22461662,0.35716784
TOMM70,1136,232,panel,0.41109306,0.44328958
TSEN2,1143,198,panel,0.16068752,0.3037894
OTUD6B,1145,494,rest,0.13751213,0.28403813
CDK19,1146,393,panel,0.07387822,0.2209358
NIFK,1147,166,rest,0.7356625,0.5283756
OXA1L,1148,737,panel,0.46709803,0.46527874
RNF20,1151,527,rest,0.23697029,0.37247643
RRAGA,1152,516,panel,0.13331641,0.27536955
DCK,1155,284,panel,0.112898886,0.25914812
MTERF3,1161,495,panel,0.12983635,0.28138608
SUPV3L1,1162,572,panel,0.22846197,0.36556065
HK1,1163,573,panel,0.73114926,0.5360635
UBE2L6,1164,614,panel,0.13021488,0.29011804
KAT6B,1165,580,panel,0.19075333,0.3429866
UTP14A,1166,1120,panel,0.4900271,0.4652385
TBC1D31,1168,500,panel,0.124170765,0.27624154
PHKG2,1169,853,panel,0.1386419,0.28946063
SASS6,1170,64,rest,0.3400778,0.42469284
BUB1B,1171,788,panel,0.19502442,0.3439595
BRPF1,1172,195,rest,0.11967782,0.28019503
TATDN2,1173,196,panel,0.11735955,0.27553228
KIT,1178,282,panel,0.067684524,0.21412116
CCNB2,1180,798,panel,0.532577,0.531791
BRAF,1183,456,rest,0.26786518,0.3897846
WIPI2,1186,411,rest,0.43239278,0.4508253
NCK1,1188,245,panel,0.17388831,0.32268128
FAIM,1191,246,panel,0.19284187,0.33696073
CUL4B,1192,1119,rest,0.15979601,0.31503862
NIT1,1194,90,panel,0.10124721,0.24127111
TOMM40L,1195,93,rest,0.061556596,0.19923382
MIS18A,1196,1068,rest,0.34177202,0.4144398
ADIPOR1,1202,108,rest,0.42112207,0.445574
PSMD4,1203,76,panel,0.8225738,0.52990276
EFCAB14,1205,47,panel,0.1892707,0.32878283
PSKH1,1207,864,rest,0.075980596,0.21568295
CALM3,1209,1020,panel,0.6980741,0.50301874
DFFA,1210,7,panel,0.33405522,0.4077335
NR2F6,1211,993,panel,0.4595656,0.46347728
RRP1B,1213,1073,panel,0.8152921,0.5446481
RALGDS,1215,548,panel,0.072267935,0.22507708
SHKBP1,1219,1010,rest,0.23770232,0.3713654
ZDHHC12,1220,542,rest,0.2809424,0.38758117
PKN3,1221,541,rest,0.09666654,0.2491414
DEDD2,1222,1012,rest,0.07561125,0.2221925
SHC1,1223,81,panel,0.09073778,0.24110645
ANO10,1224,206,panel,0.120979354,0.2740715
PMF1,1225,86,rest,0.5326643,0.48177165
UBQLN4,1226,85,rest,0.16106604,0.2993846
CPSF4,1229,439,panel,0.19264194,0.3376179
VPS28,1230,512,panel,0.5173295,0.4925948
SQSTM1,1232,345,panel,0.504233,0.5182284
ABCF3,1234,264,panel,0.12272959,0.26540908
CCNF,1237,827,panel,0.20876673,0.35920706
AMDHD2,1238,828,panel,0.18734859,0.3251874
NEU3,1239,632,rest,0.08088004,0.22875798
CYB561A3,1240,619,rest,0.18099561,0.32603064
USP24,1241,51,rest,0.22973981,0.34923637
NOL9,1242,4,rest,0.25081775,0.37456253
KLHL21,1243,5,panel,0.096736655,0.25149348
KIAA1522,1244,24,rest,0.17713292,0.3301745
USP1,1247,53,panel,0.5856519,0.5244179
AGL,1250,62,panel,0.2683102,0.38659456
ATF3,1252,115,rest,0.056537397,0.21242106
DENND2D,1253,66,panel,0.3151112,0.4213239
MAPKAPK2,1254,110,panel,0.2884054,0.41070366
TYW5,1256,177,rest,0.1092017,0.26382247
COQ8A,1259,123,panel,0.16081303,0.3021465
VPS72,1262,75,panel,0.20198405,0.3375314
DCAF16,1264,274,rest,0.23783025,0.37062705
ARPC2,1268,183,rest,1.0506123,0.54662627
RNF25,1269,186,rest,0.06286282,0.19267076
ANKZF1,1272,188,rest,0.147022,0.29755834
EIF5A2,1274,259,rest,0.061298784,0.19360054
GTPBP8,1275,234,panel,0.25685573,0.3818721
SLMAP,1278,227,rest,0.2340265,0.36273426
TOPBP1,1285,243,panel,0.4771466,0.47563317
KIF15,1286,207,rest,0.18226038,0.32640505
WDR43,1287,139,rest,0.7641831,0.5387198
YEATS2,1290,262,rest,0.118334964,0.2664873
RPN1,1294,238,panel,0.5233063,0.47631592
GNL3,1296,225,rest,0.9713632,0.5392875
LRPAP1,1297,271,panel,0.36525998,0.42647755
PGRMC2,1299,298,rest,0.3266674,0.41331667
CDC25A,1300,210,panel,0.21385328,0.35197127
ZNF589,1302,211,panel,0.087286375,0.23279363
OTUD4,1304,300,rest,0.21063496,0.35166138
LSM6,1305,301,panel,0.41601416,0.44135404
SLC25A46,1306,324,panel,0.17869197,0.3229762
CASP3,1307,303,panel,0.24387619,0.38150883
SLC35A1,1311,387,panel,0.064649254,0.20279814
CREBRF,1313,341,rest,0.091745324,0.2493375
COG5,1315,446,rest,0.16300194,0.31101978
SLC4A2,1320,460,rest,0.21958421,0.34649804
WASHC5,1324,501,panel,0.12070454,0.27735656
RPP25L,1325,519,rest,0.17846806,0.32126722
PSIP1,1326,515,panel,0.7443251,0.5480565
NFIL3,1329,525,panel,0.08602532,0.24423371
DYNLT3,1332,1099,panel,0.08818363,0.24247928
KIAA1958,1333,531,rest,0.09524524,0.24215898
STOML2,1334,520,rest,0.8853003,0.5617756
BRWD3,1335,1110,rest,0.25514436,0.3763068
MELK,1336,521,panel,0.07635721,0.21741286
WRN,1338,477,rest,0.32043645,0.40887213
INPPL1,1339,631,rest,0.1508162,0.303097
KLHDC2,1341,754,panel,0.13204235,0.28939107
HPRT1,1343,1122,panel,0.31874758,0.41511115
PIP4P1,1344,735,rest,0.13395464,0.28690165
PACSIN3,1347,612,panel,0.12115795,0.26274762
CEP57,1349,638,panel,0.48364478,0.47390193
TRMT61A,1351,780,rest,0.101603836,0.255863
NOLC1,1352,589,panel,0.830406,0.5388408
PCBD1,1354,574,panel,0.35503313,0.42733857
ILK,1355,605,panel,0.12549014,0.28130198
KIAA0355,1358,1001,panel,0.11376909,0.27526018
ATMIN,1360,873,panel,0.12584634,0.27526057
HDGFL3,1362,814,panel,0.26539344,0.3940793
BLCAP,1364,1047,panel,0.1486265,0.29659885
TERF2IP,1369,871,panel,0.52035356,0.47513142
PLK1,1370,846,panel,0.47095054,0.5681808
CLPX,1371,802,panel,0.40842143,0.44978988
CRK,1374,880,panel,0.24554189,0.37284404
GATAD2A,1376,998,rest,0.48602608,0.46599498
DHRS13,1377,904,rest,0.08258445,0.22593406
TUBA1C,1379,672,rest,1.5340014,0.647123
LENG8,1382,1033,rest,0.24525087,0.36591995
TRAPPC9,1383,504,rest,0.06775914,0.20298298
DNAAF3,1384,1034,rest,0.12650177,0.27817875
GLOD4,1387,878,panel,0.36327395,0.4293442
TSR1,1388,882,rest,0.5145386,0.4770821
CD320,1391,973,panel,0.5819745,0.49961534
KCTD5,1393,830,panel,0.084988326,0.23262432
TRANK1,1394,202,rest,0.091643386,0.24008717
CTNNB1,1395,205,rest,0.39031044,0.44226313
PBK,1397,474,rest,0.19370186,0.34290466
RAB4A,1398,124,panel,0.35459885,0.41893256
MAPK1IP1L,1399,761,panel,0.2780626,0.39149594
DDIT4,1400,576,panel,0.33700618,0.5476051
NT5DC2,1401,224,panel,0.5949341,0.49124518
THAP11,1403,863,panel,0.19288693,0.3355174
ARF4,1406,226,rest,0.59841067,0.52121437
COG7,1408,844,panel,0.07210501,0.21388845
RAB31,1409,953,panel,0.18374355,0.33134642
TMEM223,1411,620,rest,0.25367612,0.37009826
STAT3,1412,916,panel,0.44197983,0.4657923
PKIG,1413,1050,panel,0.15719652,0.3072853
TET2,1414,293,rest,0.15463293,0.31237283
MAT2A,1416,156,panel,0.953927,0.55156344
PPIC,1417,326,panel,0.23406002,0.36625302
STXBP6,1418,744,rest,0.16965285,0.33601186
ATF5,1419,1028,panel,0.124701574,0.30842063
NSMCE1,1420,847,rest,0.23545292,0.35356274
RGS14,1421,343,rest,0.121471584,0.27426293
TBC1D10B,1422,852,rest,0.13376497,0.2782374
PTK2,1426,505,panel,0.23734748,0.36909786
CLIC4,1427,15,panel,0.17964108,0.33908415
INO80E,1430,850,rest,0.1601125,0.31212008
DFFB,1431,2,panel,0.08051415,0.22760947
DUS1L,1432,949,rest,0.6152839,0.49323726
RFNG,1433,948,panel,0.07218017,0.21279177
NANP,1435,1043,rest,0.09411095,0.23951776
CRTAP,1437,201,panel,0.24424629,0.37291843
STX8,1438,894,rest,0.07326857,0.21374173
CDK1,1439,565,panel,0.54351723,0.5780924
TMED10,1441,770,panel,0.35576525,0.4262389
NUDT9,1443,288,panel,0.1537656,0.29676563
ELOVL6,1444,296,panel,0.5371239,0.49618056
HSPA4,1445,329,panel,1.1607854,0.54996455
HOXB9,1446,926,rest,0.6647816,0.5299127
CDCA4,1447,783,panel,0.21733269,0.3446051
TRIAP1,1449,704,rest,0.46556327,0.46328425
KIAA0232,1450,272,rest,0.2670099,0.3832699
FEZ2,1452,140,panel,0.20729636,0.34810197
SCAND1,1458,1046,panel,0.59100306,0.4997347
SHCBP1,1459,855,rest,0.14345321,0.28632855
GAA,1460,944,panel,0.070957914,0.21577345
CANT1,1461,943,panel,0.13380879,0.27669448
PGAM1,1462,588,panel,0.7516268,0.51684004
POLR1C,1463,378,panel,0.22623372,0.356528
ZNF318,1464,377,panel,0.21721797,0.35402852
WIPF2,1465,911,panel,0.15328111,0.3008988
CLSTN1,1467,6,panel,0.17682056,0.3249071
ZNF274,1468,1035,panel,0.112096064,0.2629148
TCEA2,1470,1065,panel,0.08933992,0.23808327
METTL18,1474,100,rest,0.0952298,0.248193
ATPAF2,1477,896,rest,0.057854604,0.19339435
NME6,1480,212,rest,0.32231125,0.42042455
CYCS,1481,418,panel,1.5788109,0.50892466
ZNF131,1484,310,panel,0.4433012,0.45397472
RAD9A,1490,628,panel,0.12735164,0.2809817
NAA16,1491,717,rest,0.17559308,0.3272205
OXSR1,1494,204,panel,0.32062104,0.40842384
GLRX,1498,322,panel,0.07606291,0.22579704
DAG1,1502,214,panel,0.17781317,0.32240117
ZNRD2,1504,624,rest,0.4261275,0.44573975
SMARCC1,1505,209,panel,1.2433027,0.5614241
NABP1,1506,175,rest,0.23292495,0.36889994
SCAI,1507,534,rest,0.14669152,0.30454785
STAT5B,1509,915,panel,0.38638857,0.437395
NET1,1510,553,panel,0.56370944,0.51957667
PHC3,1511,258,rest,0.10065253,0.25779322
GOLIM4,1512,256,rest,0.3465244,0.4323862
DDX23,1515,671,rest,0.40533552,0.44936395
AKIRIN1,1518,29,rest,0.8019391,0.5341236
B4GAT1,1520,627,panel,0.089274585,0.24393103
GLMN,1521,58,rest,0.19178599,0.32686475
KCTD13,1522,849,rest,0.064021006,0.21031815
CHST2,1526,251,rest,0.30046707,0.42372888
VCPIP1,1528,490,rest,0.13986242,0.29416344
PSMD2,1530,265,panel,0.9786842,0.53675747
PCCA,1532,728,rest,0.1192549,0.2670021
ARHGAP1,1533,611,panel,0.072518714,0.21660739
CLTB,1536,342,panel,0.50241816,0.4821061
POLD4,1538,629,panel,0.16006912,0.3162548
DRAP1,1539,626,panel,0.74779606,0.5201617
CCDC85B,1541,625,panel,0.7577552,0.53640985
RUVBL1,1542,236,panel,0.7872537,0.5468332
SWI5,1545,538,rest,0.45353657,0.46093234
TUBB6,1547,954,panel,0.25414032,0.376763
CHMP6,1548,945,panel,0.07606683,0.21786554
PXMP2,1556,711,panel,0.26279676,0.3742597
SEC24C,1559,579,rest,0.11561901,0.25817052
TIMM22,1561,879,panel,0.22235121,0.35315105
ZBTB33,1562,1118,rest,0.06700004,0.20542257
JUN,1566,52,panel,0.16532026,0.38595486
IL17RA,1567,1074,rest,0.051447064,0.17309956
MLF1,1573,254,rest,0.115587816,0.26339832
DDX10,1575,642,panel,0.39632362,0.4538907
LCORL,1576,276,rest,0.20628306,0.34344146
GALNT11,1577,462,rest,0.1603798,0.3124808
SUZ12,1581,906,panel,0.6795044,0.5256021
EXOSC4,1583,509,panel,0.3757348,0.44862282
CYBC1,1584,950,rest,0.16606538,0.3058183
AURKB,1585,893,panel,0.2489347,0.38338488
RRS1,1586,489,panel,0.36030138,0.42946404
GATA2,1588,237,panel,0.37935176,0.45742127
SERTAD2,1590,146,rest,0.11282927,0.26173976
PUF60,1594,508,panel,0.750705,0.5367903
SOCS4,1595,760,rest,0.1300877,0.2973491
C11orf71,1599,646,rest,0.08549912,0.2237621
NRIP1,1600,1067,panel,0.3691411,0.4498241
YOD1,1602,111,rest,0.27899423,0.41215616
COPG1,1612,240,rest,0.1759658,0.32585737
ADO,1613,567,panel,0.08725101,0.22714585
GET1,1615,1072,panel,0.27457625,0.38463956
SHMT2,1620,683,rest,0.5883156,0.5013579
TRAPPC6B,1623,751,rest,0.19869848,0.3444048
MFSD5,1625,678,rest,0.0799163,0.22546504
ADI1,1626,134,panel,0.44232684,0.46078753
NGRN,1629,815,panel,0.5377775,0.48575687
ACBD3,1630,121,panel,0.35665047,0.43556732
C16orf72,1631,838,rest,0.1481179,0.29780814
HMGN4,1633,359,rest,0.20051298,0.34022605
MTA1,1634,784,panel,0.2131605,0.34223905
PYCR1,1635,947,panel,0.6760914,0.537019
NAA38,1636,892,rest,0.42756775,0.45317358
PSMG1,1641,1071,panel,0.99131846,0.53474253
TMEM50A,1644,16,panel,0.71526074,0.51794267
CHEK2,1646,1080,panel,0.09592895,0.23711944
PRKX,1650,1097,panel,0.14140505,0.29642874
UQCR10,1651,1083,rest,1.4476281,0.51235044
NIPSNAP1,1652,1082,panel,0.1930794,0.3349103
CRELD2,1654,1095,panel,0.19111933,0.3235864
COPB2,1656,248,panel,0.6199055,0.5087603
PROS1,1659,230,panel,0.17070231,0.31505167
MED12,1660,1109,rest,0.0984855,0.25042662
CLDN6,1662,831,rest,0.09540709,0.26447338
TMEM186,1664,835,rest,0.10958663,0.26250133
DGAT1,1668,510,rest,0.171977,0.32305244
PRPF39,1671,752,rest,0.19046742,0.33637455
ATP6V0A2,1673,707,rest,0.14197958,0.30668244
HGS,1674,946,rest,0.22266227,0.35020915
MORF4L1,1682,812,rest,1.1223834,0.52983207
SLC52A2,1683,511,rest,0.28816932,0.38366893
IKZF1,1684,426,panel,0.21931653,0.36540908
INSIG1,1694,463,panel,0.2054748,0.36373204
GPATCH8,1696,923,panel,0.3522187,0.43746564
LYRM7,1697,328,rest,0.30178872,0.39561212
RNF220,1703,40,rest,0.29917392,0.40139827
CHP1,1705,789,panel,0.16759293,0.31929064
USP7,1708,837,panel,0.54046726,0.49165776
EIF4EBP1,1715,478,panel,1.0938481,0.5846221
UBQLN2,1716,1107,panel,0.08333633,0.2274443
PLSCR1,1719,252,panel,0.19088046,0.33130297
ZNF292,1730,386,rest,0.3492253,0.43173206
S100A13,1732,79,panel,0.3025763,0.4066344
RRP7A,1733,1093,rest,0.4502975,0.46598217
ZNF724,1734,999,rest,0.09393397,0.24208468
S100A4,1736,78,panel,0.097321644,0.25037992
PTPN1,1739,1054,panel,0.45702937,0.4747404
EVL,1740,777,panel,0.2608803,0.37932694
ZNF124,1741,133,rest,0.26101673,0.38986456
PIK3R4,1742,241,panel,0.10768585,0.2550948
HDAC2,1746,396,panel,0.73602057,0.5377958
RABL6,1749,550,rest,1.0118684,0.54291224
NHLRC2,1754,595,rest,0.13782062,0.28875908
ARHGEF12,1755,649,panel,0.3764503,0.44555008
LAGE3,1756,1127,panel,0.37954262,0.43102652
IGF2R,1759,406,panel,0.3974417,0.4533822
ENTPD4,1761,472,rest,0.08257751,0.2295564
TBC1D9B,1762,346,panel,0.16663235,0.30786586
GTF2E2,1764,475,panel,0.21842998,0.35586512
LRP10,1766,738,panel,0.23342018,0.3622375
SPTAN1,1770,540,panel,0.2003523,0.34845638
PSAP,1771,575,rest,0.65157664,0.5453378
FAM118B,1772,654,rest,0.09745202,0.24189869
ADH5,1774,290,panel,0.9119471,0.53943586
TEAD4,1775,659,rest,0.083569124,0.21914537
ERO1A,1776,758,panel,0.26796308,0.3882276
MPZL1,1779,98,panel,0.4405116,0.46500254
TFDP1,1783,731,panel,0.6015023,0.5006988
HSD17B11,1784,287,panel,0.3234502,0.41393566
DDX42,1785,935,panel,0.5209296,0.48133776
SPRED2,1786,147,panel,0.12615955,0.28093883
GFPT1,1787,148,panel,0.14316913,0.30338043
UVRAG,1788,634,rest,0.15972582,0.3132427
TXNRD1,1789,691,panel,0.6402995,0.51135707
ZNF28,1791,1031,rest,0.07293083,0.21926984
CTNND1,1793,616,panel,0.20108181,0.34971866
MT-ND6,1796,1129,rest,1.6781071,0.59862167
PNP,1798,736,panel,0.61670804,0.51516336
FOXJ3,1799,32,panel,0.14874154,0.30174032
CHAMP1,1800,732,rest,0.37302005,0.43584633
UBE2J1,1801,388,panel,0.21921237,0.35393092
MT-ND4,1802,1128,rest,4.775196,0.2901315
CAPZA2,1804,449,rest,0.49656692,0.47788712
KIF1BP,1806,571,panel,0.11177069,0.25758088
COX20,1808,131,rest,0.5116205,0.48433253
PCMTD2,1810,1066,rest,0.121120274,0.26501396
GIGYF2,1812,191,rest,0.44196948,0.46420637
RUFY2,1813,568,rest,0.09851375,0.23780361
ZDHHC18,1815,19,rest,0.059512783,0.19550648
DAXX,1816,370,panel,0.52969706,0.48278144
PFDN6,1817,369,rest,0.6448431,0.5106172
RING1,1818,368,rest,0.17993046,0.31712893
SKIV2L,1821,367,panel,0.07582278,0.22493325
HSPA1A,1823,366,panel,0.30848718,0.4365215
MPIG6B,1824,365,rest,0.23246063,0.3707884
MICB,1826,364,rest,0.08826382,0.22013402
ABCF1,1827,362,panel,0.878767,0.53233194
TCTN1,1832,698,panel,0.068836115,0.2147135
TRIM13,1836,721,panel,0.23278256,0.36354107
PSMB10,1838,865,panel,0.21120971,0.34573102
RNPS1,1844,826,panel,1.0008111,0.5441744
JPT2,1845,824,panel,0.3197551,0.40978703
SELENOH,1849,615,rest,1.0191349,0.53606886
SACM1L,1850,208,panel,0.1900387,0.34174252
TSN,1851,167,rest,0.56512386,0.49272582
NUP62,1852,1027,panel,0.45963153,0.46561176
SCAF8,1853,403,rest,0.1838105,0.3318545
MLLT11,1854,74,panel,0.1338076,0.2857122
NRAS,1855,68,panel,0.23725285,0.36709717
ARHGAP19,1857,586,rest,0.103361174,0.2472809
C8orf82,1859,513,rest,0.16921018,0.31259918
VDAC1,1860,330,panel,1.370228,0.54118776
PPM1N,1861,1017,rest,0.09669236,0.24768172
CSNK1E,1863,1091,panel,0.22668155,0.35890147
REPIN1,1864,459,rest,0.3025116,0.40483996
TSPAN4,1865,600,panel,0.1135215,0.259556
MYCBP,1866,28,panel,0.6762975,0.5102484
FIS1,1868,443,panel,0.6506406,0.5217674
IFRD2,1871,217,panel,0.35609537,0.41845572
FASTKD5,1872,1038,panel,0.13032168,0.28634962
