gene_symbol,challenge_idx,source_col,split,ctrl_mean,ctrl_std
SNRPD2,728,1123,rest,1.1670691,0.48748448
PSMF1,733,1140,panel,0.38956136,0.41688183
DSTN,734,1146,rest,1.9146184,0.41600868
UROD,737,41,rest,0.50510234,0.45306605
BECN1,739,1027,panel,0.23728982,0.35534272
TRAP1,740,932,panel,0.3780153,0.4176737
TIMM17B,741,1215,panel,0.29729027,0.38051468
KTN1,742,853,panel,1.6654902,0.45891777
PLEKHG3,743,860,rest,0.062369514,0.19166766
MAP2K2,744,1080,rest,0.9958723,0.49289182
PIN1,746,1087,panel,0.95129544,0.49187288
FBXL12,747,1086,panel,0.05677445,0.18290238
UQCR11,749,1074,rest,1.2467822,0.50263965
MACF1,751,29,panel,1.1195475,0.5536434
SMARCA4,752,1092,panel,0.609114,0.48276088
AKAP9,754,481,rest,0.7151058,0.51653033
SEM1,755,487,rest,1.1269228,0.48876867
PTPN12,756,478,panel,0.3802083,0.42278805
POR,757,476,rest,0.13449368,0.27789712
GNAI1,758,479,panel,0.15478025,0.29084918
PAICS,760,305,panel,1.0324181,0.52446103
CDC42EP1,761,1199,rest,0.35135728,0.4174845
TPST2,762,1190,rest,0.16349019,0.30425483
CALU,765,502,panel,1.6851511,0.4565289
CHN1,766,174,panel,0.09501482,0.2331552
HAT1,768,173,panel,0.51808375,0.47892165
CLN6,770,906,rest,0.21347061,0.3433445
ARPP19,771,894,panel,0.5280231,0.46572694
LOXL1,772,908,panel,0.70016,0.4884657
PSMA1,773,681,rest,1.1382705,0.4886917
DCTD,774,328,panel,0.32655317,0.39683568
TXNDC17,775,998,rest,1.2621253,0.5005449
PHF20L1,776,564,rest,0.43054914,0.43677014
ILF3,777,1091,rest,0.9026211,0.5094771
PARP2,779,825,panel,0.1740734,0.30223396
SNX6,780,836,panel,0.824797,0.5251976
EAPP,781,835,panel,0.2284202,0.33628166
REEP5,783,354,panel,0.79021436,0.49546674
ITFG1,784,956,panel,0.1958451,0.32803595
MAU2,786,1107,rest,0.07768229,0.21666144
LDLR,788,1093,rest,0.05625719,0.19089808
XPO7,791,524,panel,0.14172484,0.2851966
JUND,794,1105,rest,0.6977796,0.51807904
PAK4,796,1118,panel,0.122087084,0.26531637
OSBPL2,798,1166,rest,0.089097455,0.22684489
DNMT1,799,1088,panel,0.86828905,0.5633447
F12,803,380,rest,0.08731273,0.22507153
PRR7,804,381,panel,0.23447773,0.35046715
SH3BP5,805,208,panel,0.19913736,0.3252034
TBC1D5,806,209,rest,0.23406357,0.356157
NR1H2,807,1133,panel,0.20431471,0.33176354
ACLY,808,1023,panel,0.5484785,0.4599049
IL13RA1,809,1229,panel,0.26038852,0.3600322
TOP2A,810,1022,panel,0.9006293,0.87256694
STARD3,811,1018,rest,0.12586275,0.27202976
DNAJB1,814,1099,panel,0.3461687,0.38921762
LRRC41,815,44,panel,0.28155756,0.37363878
PPARG,816,206,panel,0.15070017,0.29259896
ENOSF1,817,1060,panel,0.13422523,0.28131434
ARFIP2,818,678,panel,0.27672464,0.3717186
RRP8,819,679,panel,0.13368054,0.2732854
RPA1,820,987,panel,0.28572375,0.37611887
PCNA,823,1144,panel,0.7387979,0.56219804
KHDC4,824,82,panel,0.16730964,0.3026369
DPH2,826,37,panel,0.08121578,0.21786028
USPL1,828,802,rest,0.049891412,0.17338727
CDK8,829,800,rest,0.07775655,0.20789042
WASF3,830,801,panel,0.04465999,0.16093232
TCEAL4,835,1225,panel,0.8312157,0.5110185
EPHB2,836,12,panel,0.27302566,0.36521235
CNDP2,837,1071,panel,0.28004384,0.36809272
FOPNL,839,940,rest,0.17360604,0.3064451
IMPA1,841,547,rest,0.1711409,0.3049905
CCNB1,842,345,panel,0.66553694,0.68483543
CDK7,843,346,panel,0.15658785,0.29285556
BHLHE40,844,200,panel,0.16762468,0.31775564
EDEM1,845,201,panel,0.099078,0.23467211
EMC7,846,884,rest,0.5994397,0.471245
PSRC1,848,67,panel,0.113179855,0.26472262
CCNH,850,349,panel,0.32121125,0.3962611
DDB2,852,689,panel,0.051420335,0.17368881
CDCA8,853,26,rest,0.2345377,0.4081383
ERCC5,855,818,rest,0.18452516,0.3253882
STT3A,856,731,rest,0.31226236,0.3959914
ETS1,857,734,panel,0.26516998,0.3768587
CTSL,858,591,panel,0.45873982,0.45046967
CEMIP2,859,589,panel,0.1339584,0.2730097
FBXO21,860,785,panel,0.20490052,0.33661455
DMTF1,863,480,panel,0.10801307,0.25036702
TES,864,498,panel,0.3244805,0.40261915
GDF11,868,762,rest,0.11095773,0.24806583
CDK4,869,769,panel,0.7960287,0.5123051
TFCP2,870,760,rest,0.09358206,0.23123838
DYSF,873,148,rest,0.08895375,0.23129047
COG2,875,123,panel,0.10485335,0.24422869
USP37,876,188,rest,0.12303969,0.27365908
DNAJB2,877,193,panel,0.062369492,0.19197765
CAB39,878,194,panel,0.19562426,0.32709214
REV1,879,159,rest,0.17365558,0.3156885
C2orf49,880,161,rest,0.09765829,0.23118444
PWP1,881,780,panel,0.40934992,0.43048263
WASHC4,882,779,panel,0.24455152,0.3710177
FLNB,883,239,rest,0.55749726,0.48037112
TBC1D4,884,811,rest,0.15806362,0.3019963
SCRN1,885,462,panel,0.40914816,0.43228674
KDELR2,886,453,panel,1.043951,0.504585
BZW2,887,456,panel,0.6228644,0.47492895
TTYH3,888,450,rest,0.16944388,0.3054231
TTC5,889,824,rest,0.10715055,0.24812697
NMT1,890,1033,panel,0.28942648,0.36245272
EPRS,892,114,panel,0.9385324,0.51458365
YME1L1,894,626,panel,0.4896665,0.45522153
TOR1A,895,612,panel,0.33012044,0.39755914
STXBP1,896,603,panel,0.11819863,0.25286177
TLR4,897,601,panel,0.11587569,0.25986576
PRPF4,898,599,panel,0.25052002,0.364292
FPGS,899,604,panel,0.19439948,0.3234342
TEX10,901,593,panel,0.16885105,0.30654517
MYC,902,563,panel,0.35050273,0.4438346
DENND4C,903,578,rest,0.09445982,0.2337144
CNPY3,904,414,panel,0.23352471,0.3542993
PPIL1,905,412,rest,0.15195684,0.3026202
TFAP2A,907,391,panel,0.22430019,0.34579483
TUBB2A,908,389,rest,0.21588023,0.34521335
BPHL,909,388,panel,0.087967224,0.23070611
IER3,910,401,panel,0.7220392,0.60870135
PRCP,913,715,panel,0.19977294,0.32834753
SDCBP,914,542,rest,0.5272249,0.45405462
DCUN1D5,917,720,rest,0.5985651,0.4673467
SLC37A4,919,726,panel,0.0924483,0.22563592
RDX,920,723,rest,0.93391895,0.51050377
MAP2K5,922,905,panel,0.062845714,0.19524917
SQOR,923,890,panel,0.13148193,0.27311793
CTDSPL2,924,889,rest,0.18039343,0.31493595
NUSAP1,925,887,panel,0.6521705,0.6085834
KIF23,926,907,rest,0.49283022,0.58067507
ADAM10,928,896,panel,0.35901314,0.4063217
SLC5A6,929,135,panel,0.0735518,0.20799404
FBXO11,930,143,panel,0.23460367,0.3493309
ANXA7,931,644,panel,0.74413335,0.49654922
TET1,932,635,rest,0.061179705,0.19363208
SECISBP2L,934,891,rest,0.21682057,0.34569192
CENPE,938,316,panel,0.5662138,0.67427456
HADH,939,318,panel,0.20681584,0.333886
LLPH,942,772,rest,0.4151912,0.41764045
DUSP6,943,776,panel,0.1420513,0.30505288
TCHP,945,782,rest,0.23585156,0.3593627
RB1,948,807,panel,0.367227,0.42298564
RBM26,949,813,rest,0.41042566,0.42727506
MBNL2,950,815,panel,0.1885176,0.3342177
WDR20,955,873,rest,0.1718743,0.30511865
BNIP2,956,899,rest,0.34592408,0.40064058
GTF2A2,957,898,panel,1.0083048,0.5039694
UBE2Q2,958,910,rest,0.23537636,0.34964967
TSPAN3,961,911,panel,0.6254654,0.48304716
WDR61,962,912,panel,0.3220291,0.39887312
TPM1,963,900,panel,3.0066888,0.44723082
IGF1R,964,918,panel,0.12795612,0.2693228
IQGAP1,967,917,panel,1.0472189,0.5184132
PMM2,968,935,panel,0.18207543,0.31491932
PARN,969,938,rest,0.2005377,0.32683548
TXNL4B,970,973,panel,0.06258603,0.196114
NOL3,971,963,panel,0.17072515,0.30456245
MBTPS1,972,980,panel,0.28539956,0.37606415
RHOT2,975,921,rest,0.21099448,0.32700214
PDPK1,976,929,rest,0.15937775,0.2964016
VPS53,978,982,rest,0.24855253,0.35267112
CLTC,980,1040,panel,1.0628977,0.5201823
SLC39A6,981,1066,rest,0.2532905,0.36058408
PELP1,982,990,rest,0.24938501,0.35962567
NPC1,983,1064,panel,0.11843309,0.25917926
MINK1,984,992,rest,0.09448465,0.24142696
SAT2,985,1000,rest,0.3757037,0.4175664
TP53,986,1001,panel,0.15408625,0.29516786
PMAIP1,987,1070,panel,0.18803474,0.33485416
ERBB2,988,1019,panel,0.087222524,0.22988527
MVB12A,990,1104,rest,0.2732853,0.3729718
IFNAR1,993,1177,panel,0.3514641,0.4179294
APP,994,1174,panel,0.8927627,0.5394724
AKT1,995,878,panel,0.46818927,0.44871652
PSMB6,996,991,rest,1.3588866,0.4775068
NOSIP,997,1130,panel,0.34325585,0.41072622
EPHA2,998,9,rest,0.33179662,0.40164196
WDTC1,999,19,panel,0.059377015,0.18611205
KIF2C,1000,40,panel,0.279921,0.4309948
PTPRF,1001,34,panel,0.32268864,0.39992794
MTF2,1002,60,panel,0.16618203,0.29454935
ATP1B1,1003,95,panel,0.44092035,0.45002648
MPC2,1004,94,panel,0.7284424,0.49930987
TMCO1,1006,92,panel,0.5545975,0.47730324
MGST3,1008,91,rest,1.1501455,0.48938113
COP1,1009,98,rest,0.14634791,0.2857968
UFC1,1010,89,rest,0.69557446,0.48925555
PFDN2,1012,87,rest,1.2094631,0.5042517
PIGM,1013,86,rest,0.07150149,0.20549557
SF3B4,1015,72,rest,0.43805358,0.43674415
RFX5,1017,76,panel,0.058298465,0.1908344
DYRK3,1020,108,panel,0.18566607,0.31202838
TP53BP2,1022,116,panel,0.2594494,0.37414056
INTS3,1024,79,panel,0.12887675,0.27094054
SCCPDH,1025,130,panel,0.4760461,0.43299782
NVL,1026,117,panel,0.113840416,0.2571493
MBOAT2,1027,133,rest,0.20504163,0.33407253
PARP1,1028,120,panel,0.7240425,0.5158405
LBR,1029,118,panel,0.5419215,0.50759155
SFXN5,1032,150,rest,0.06068119,0.19215146
DUSP11,1033,151,panel,0.1407425,0.28475082
RALB,1034,167,panel,0.30043346,0.3837135
HSPD1,1036,179,panel,2.240328,0.4892522
VGLL4,1038,205,panel,0.33481884,0.40967622
TMF1,1039,241,rest,0.48259008,0.46319494
ATG3,1040,248,panel,0.5066061,0.45884934
TCTA,1042,223,panel,0.17352891,0.30977002
ENOPH1,1046,307,panel,0.29967305,0.39043465
SNCA,1047,311,panel,0.32977113,0.39954412
CCNA2,1048,321,panel,0.57145363,0.62904185
MYO10,1050,335,panel,0.6711312,0.5165722
RASA1,1052,348,panel,0.22640043,0.36289185
TNIP1,1053,376,panel,0.3438942,0.4120519
GFOD1,1054,393,panel,0.06542323,0.20120329
PM20D2,1058,425,rest,0.1092821,0.25262088
WTAP,1061,443,rest,0.42007747,0.43158785
EGFR,1063,472,panel,0.5669255,0.48591313
CDCA5,1064,700,rest,0.19009417,0.33064094
IGFBP3,1065,470,panel,0.66681534,0.7384335
TLK2,1066,1043,panel,0.24741493,0.35407126
LUC7L2,1067,506,rest,0.5734451,0.48638043
CASK,1068,1212,panel,0.14738864,0.28416017
EBP,1069,1214,panel,0.42978734,0.44186246
NSDHL,1071,1239,panel,0.1068473,0.2530688
LRP12,1072,558,rest,0.27750066,0.38032395
POLR2K,1073,555,panel,0.601572,0.47746176
ZNF7,1074,575,rest,0.110384576,0.25142062
CDKN2A,1075,580,panel,1.3446797,0.5071032
ALAD,1077,600,rest,0.06499313,0.18928067
USP6NL,1079,622,panel,0.07905176,0.2111157
RSU1,1080,624,panel,0.4504823,0.43779758
PARD3,1081,628,rest,0.16343908,0.29583466
POLR3A,1083,647,rest,0.23144661,0.35115066
MKI67,1084,672,rest,1.4363164,1.0640517
PAK1,1085,714,panel,0.20696495,0.33373275
HYOU1,1086,727,panel,0.30184487,0.3934924
EI24,1087,730,rest,0.771811,0.49787202
CHEK1,1088,732,panel,0.3093866,0.39427015
LSM14B,1090,1165,rest,0.112191744,0.26114348
YTHDF1,1091,1168,panel,0.16817872,0.30436772
PLCB3,1092,698,panel,0.117727615,0.2603991
HMGA2,1093,771,panel,1.0706254,0.56909573
ARID5B,1094,632,panel,0.34736702,0.4563685
LATS2,1095,799,rest,0.11268675,0.25322974
PDCD4,1096,663,rest,0.19063158,0.31814077
PRSS23,1099,717,panel,2.1297798,0.48191193
MTMR12,1100,336,rest,0.10593032,0.23994277
DOCK1,1102,671,rest,0.35819855,0.4245464
DLAT,1103,724,rest,0.14041223,0.27730832
UBE3B,1104,781,panel,0.12393514,0.26219368
EIF4E,1105,313,rest,0.5702407,0.47708318
NUBPL,1106,834,rest,0.064762525,0.19214049
INPP1,1107,176,panel,0.1621064,0.30599317
SLC25A4,1108,330,panel,0.57137376,0.47504866
PARP8,1112,342,rest,0.065466546,0.20500006
BAG3,1113,668,panel,0.4078556,0.41587013
SPOCK1,1115,365,rest,0.9710067,0.5617692
RPP38,1116,623,panel,0.1547754,0.29139683
MBNL1,1120,268,panel,0.64366126,0.4995897
PTPRK,1122,436,panel,0.20588778,0.32880467
MED21,1123,751,rest,0.40013692,0.42848888
CAST,1124,352,panel,1.1788572,0.49574682
CETN3,1125,350,panel,0.11670264,0.25905162
SMARCA5,1126,324,rest,0.865163,0.53763705
RPIA,1130,157,panel,0.10167653,0.24643867
JAZF1,1131,461,rest,0.060521957,0.19102706
HS2ST1,1133,57,panel,0.1327284,0.2655019
PPP2R5E,1134,858,panel,0.42271286,0.43178874
OTULIN,1135,334,rest,0.112322584,0.25075215
TOMM70,1136,245,panel,0.28781575,0.3737748
UCHL1,1138,301,rest,1.7838742,0.4260808
DIPK1A,1141,59,panel,0.057285186,0.18714446
SORBS2,1142,331,rest,0.06909168,0.20076987
TSEN2,1143,207,panel,0.06832698,0.20866857
OTUD6B,1145,551,rest,0.10043951,0.23714581
CDK19,1146,431,panel,0.08062178,0.21897185
NIFK,1147,168,rest,0.50228214,0.46445078
OXA1L,1148,828,panel,0.33757147,0.39416614
RNF20,1151,594,rest,0.20588352,0.32926512
RRAGA,1152,577,panel,0.6504118,0.48653933
PSD3,1154,523,rest,0.5210072,0.48084092
DCK,1155,306,panel,0.18198095,0.3238543
SH3RF2,1160,370,rest,0.09018525,0.23273581
MTERF3,1161,553,panel,0.11846349,0.25522897
SUPV3L1,1162,638,panel,0.14225742,0.2857423
HK1,1163,639,panel,0.6793681,0.50034875
UBE2L6,1164,691,panel,0.05688082,0.18413118
KAT6B,1165,646,panel,0.35921142,0.42035493
UTP14A,1166,1234,panel,0.2851495,0.37491184
TBC1D31,1168,561,panel,0.057538603,0.18108092
PHKG2,1169,953,panel,0.1271927,0.25844976
SASS6,1170,66,rest,0.1377247,0.27698988
BUB1B,1171,885,panel,0.30706236,0.42984536
BRPF1,1172,202,rest,0.05846737,0.18230437
TATDN2,1173,204,panel,0.10055454,0.23457344
RBPMS,1174,531,rest,0.23963524,0.34757927
CCNB2,1180,897,panel,0.5515679,0.579482
TSC22D3,1181,1226,panel,0.048512597,0.17839594
C2CD2,1182,1183,panel,0.06695206,0.19665693
BRAF,1183,507,rest,0.101149395,0.2441966
WIPI2,1186,451,rest,0.45784155,0.444091
NCK1,1188,262,panel,0.14996737,0.2853211
FAIM,1191,263,panel,0.16958907,0.31340212
CUL4B,1192,1233,rest,0.5657309,0.50484794
NIT1,1194,88,panel,0.10501383,0.24847604
MIS18A,1196,1175,rest,0.19401114,0.33235958
CSRP1,1198,103,panel,0.52502745,0.48978642
CBR1,1200,1178,panel,0.7505442,0.5057777
CBR3,1201,1179,panel,0.34225476,0.4272285
ADIPOR1,1202,106,rest,0.32541972,0.39277706
PSMD4,1203,75,panel,0.7505163,0.4869004
EFCAB14,1205,46,panel,0.2503637,0.36504695
PSKH1,1207,967,rest,0.06640107,0.20102552
CALM3,1209,1124,panel,0.8258041,0.4926714
DFFA,1210,6,panel,0.40321675,0.42098564
NR2F6,1211,1103,panel,0.4259933,0.42988706
RRP1B,1213,1184,panel,0.49208358,0.46981835
RALGDS,1215,615,panel,0.06352909,0.1994198
SHKBP1,1219,1120,rest,0.25427547,0.36398748
ZDHHC12,1220,610,rest,0.4947854,0.4606472
DEDD2,1222,1121,rest,0.082630016,0.22191715
SHC1,1223,80,panel,0.5407989,0.47391906
ANO10,1224,215,panel,0.2002856,0.32266915
PMF1,1225,85,rest,0.3967964,0.4264871
UBQLN4,1226,84,rest,0.08516714,0.22655857
CPSF4,1229,488,panel,0.13986889,0.28153846
VPS28,1230,573,panel,0.6319287,0.47683224
SQSTM1,1232,382,panel,1.3357219,0.54357326
ABCF3,1234,281,panel,0.10885673,0.25170186
BDH1,1235,286,panel,0.07047242,0.20546365
CCNF,1237,927,panel,0.113436826,0.27394128
AMDHD2,1238,928,panel,0.11663689,0.25524682
CYB561A3,1240,696,rest,0.16411787,0.29855803
USP24,1241,50,rest,0.15486956,0.30136853
NOL9,1242,3,rest,0.21051857,0.33695745
KLHL21,1243,4,panel,0.107412405,0.24459372
KIAA1522,1244,23,rest,0.12655772,0.2727025
MEGF6,1246,1,rest,0.10228154,0.24504128
USP1,1247,52,panel,0.62065226,0.555765
SNX7,1248,63,panel,0.29796246,0.37172416
AGL,1250,64,panel,0.11196752,0.26173124
ATF3,1252,113,rest,0.015719201,0.11561919
MAPKAPK2,1254,109,panel,0.21454538,0.33488178
TYW5,1256,180,rest,0.09145142,0.23455696
SGCB,1260,303,panel,0.3311795,0.40506497
VPS72,1262,74,panel,0.1525351,0.28686172
DCAF16,1264,293,rest,0.13163087,0.26831013
ARPC2,1268,187,rest,2.0481102,0.37288398
RNF25,1269,190,rest,0.08991311,0.22881308
TGFBR2,1271,210,panel,0.27088755,0.38117966
ANKZF1,1272,192,rest,0.107414626,0.2525302
EIF5A2,1274,276,rest,0.2040428,0.32831284
GTPBP8,1275,249,panel,0.2283829,0.35411236
TIPARP,1277,270,panel,0.35616124,0.43460888
SLMAP,1278,238,rest,0.29022065,0.3692963
APBB2,1281,300,panel,0.25916615,0.36845174
IL17RC,1282,203,rest,0.04789921,0.16384773
TOPBP1,1285,260,panel,0.29657647,0.39718047
KIF15,1286,216,rest,0.1465336,0.30454567
WDR43,1287,138,rest,0.57056236,0.48142147
DTX3L,1289,250,rest,0.084638424,0.22669604
YEATS2,1290,279,rest,0.14271018,0.2896408
RPN1,1294,255,panel,0.6024728,0.47636893
GNL3,1296,235,rest,0.6777732,0.5058084
LRPAP1,1297,289,panel,0.66936725,0.49391755
PGRMC2,1299,322,rest,0.4922446,0.46438202
CDC25A,1300,219,panel,0.08541044,0.2344492
OTUD4,1304,325,rest,0.22292505,0.34503976
LSM6,1305,326,panel,0.37817818,0.4184789
SLC25A46,1306,353,panel,0.18065394,0.30625153
CASP3,1307,329,panel,0.29271135,0.40413874
CREBRF,1313,378,rest,0.032534804,0.14377101
COG5,1315,496,rest,0.11514091,0.2579615
SLC4A2,1320,511,rest,0.34479582,0.39756438
ALDH7A1,1322,357,panel,0.3064493,0.39897576
FZD6,1323,557,rest,0.19109769,0.31447014
WASHC5,1324,562,panel,0.16307597,0.29416004
RPP25L,1325,583,rest,0.15735857,0.29429656
PSIP1,1326,576,panel,0.8844824,0.5297204
ABCA1,1328,595,rest,0.13000612,0.29248732
NFIL3,1329,592,panel,0.058022637,0.19059333
DYNLT3,1332,1211,panel,0.28564447,0.38461387
STOML2,1334,584,rest,0.8704165,0.51338106
BRWD3,1335,1223,rest,0.076852396,0.20764235
MELK,1336,586,panel,0.29399097,0.40353242
WRN,1338,534,rest,0.11424081,0.2573882
INPPL1,1339,711,rest,0.1506311,0.28878847
CRYL1,1340,798,rest,0.07909755,0.21696031
KLHDC2,1341,842,panel,0.25441578,0.36827737
HPRT1,1343,1236,panel,0.46447667,0.4469516
PIP4P1,1344,826,rest,0.11781941,0.25608978
CASP7,1345,665,panel,0.07279655,0.20142308
ZFYVE1,1346,863,rest,0.035724502,0.1479537
PACSIN3,1347,688,panel,0.19674544,0.32463256
HTRA1,1348,670,panel,0.46951544,0.4504525
CEP57,1349,718,panel,0.2945664,0.3826018
TRMT61A,1351,876,rest,0.11896387,0.26521626
NOLC1,1352,658,panel,0.6907072,0.5266567
FRS2,1353,773,panel,0.07362488,0.20710944
PCBD1,1354,640,panel,0.4988006,0.47436583
ILK,1355,680,panel,0.49121332,0.4594387
KIAA0355,1358,1110,panel,0.15434356,0.28726172
ATMIN,1360,978,panel,0.21086746,0.33376482
HDGFL3,1362,915,panel,0.4998861,0.46069244
BLCAP,1364,1151,panel,0.15291888,0.28868133
TERF2IP,1369,976,panel,0.3576518,0.414307
PLK1,1370,945,panel,0.43819168,0.55343246
CLPX,1371,901,panel,0.25803977,0.35628948
SMAD3,1372,904,panel,0.41416073,0.4548245
CRK,1374,986,panel,0.27296126,0.3700741
GATAD2A,1376,1108,rest,0.30480877,0.3864025
TUBA1C,1379,757,rest,1.985177,0.6333564
LENG8,1382,1136,rest,0.117451206,0.26235965
TLCD3A,1386,983,panel,0.089859605,0.22661474
GLOD4,1387,984,panel,0.37865666,0.42322224
TSR1,1388,988,rest,0.5677159,0.4749725
ANGPTL4,1390,1085,rest,0.20010611,0.37384325
CD320,1391,1084,panel,0.7073486,0.5012049
KCTD5,1393,930,panel,0.08649922,0.22513324
CTNNB1,1395,214,rest,0.37862775,0.4250386
PBK,1397,528,rest,0.47222897,0.51823354
RAB4A,1398,121,panel,0.32844502,0.4016745
MAPK1IP1L,1399,852,panel,0.43867254,0.42823657
DDIT4,1400,642,panel,0.104136705,0.28154594
NT5DC2,1401,234,panel,0.863151,0.509391
THAP11,1403,966,panel,0.1629163,0.30109778
KCTD6,1404,240,rest,0.07048132,0.20470037
ARF4,1406,237,rest,1.0804205,0.50653034
MLKL,1407,974,rest,0.100582466,0.24056801
COG7,1408,943,panel,0.07246127,0.20541568
RAB31,1409,1061,panel,0.27555498,0.38025057
TMEM223,1411,697,rest,0.29768404,0.38032043
STAT3,1412,1025,panel,0.24778701,0.35634232
PKIG,1413,1154,panel,0.19821759,0.32225862
TET2,1414,317,rest,0.13469195,0.27899963
TSPAN5,1415,312,rest,0.5541462,0.46695134
MAT2A,1416,155,panel,0.6462738,0.5225734
PPIC,1417,356,panel,0.18503894,0.3116894
ATF5,1419,1132,panel,0.204279,0.3258022
NSMCE1,1420,946,rest,0.29797432,0.37399748
TBC1D10B,1422,952,rest,0.14823262,0.28776342
ADRB2,1423,372,panel,0.07476788,0.21679828
PTK2,1426,565,panel,0.6482317,0.48990354
CLIC4,1427,15,panel,0.73407304,0.53692883
INO80E,1430,951,rest,0.24091962,0.35188198
DUS1L,1432,1057,rest,0.2850203,0.38176757
RFNG,1433,1056,panel,0.14547035,0.29451424
ROBO1,1434,242,rest,0.123938784,0.26215252
CRTAP,1437,211,panel,0.6896769,0.49685922
STX8,1438,1004,rest,0.15946269,0.30637243
CDK1,1439,631,panel,0.42354798,0.57655567
TMED10,1441,864,panel,0.7654971,0.49904248
NUDT9,1443,309,panel,0.23262079,0.3474905
ELOVL6,1444,320,panel,0.38582236,0.42215466
HSPA4,1445,361,panel,0.940674,0.5245385
CDCA4,1447,879,panel,0.22736393,0.35644716
TRIAP1,1449,789,rest,0.3182746,0.38574123
KIAA0232,1450,291,rest,0.18715766,0.32480696
FEZ2,1452,139,panel,0.4667104,0.431884
SCAND1,1458,1149,panel,0.87368715,0.5070201
SHCBP1,1459,955,rest,0.34458816,0.43155974
CANT1,1461,1052,panel,0.23034857,0.34435996
PGAM1,1462,657,panel,1.8580135,0.42230493
POLR1C,1463,418,panel,0.14765486,0.28758016
ZNF318,1464,417,panel,0.07990244,0.21803696
WIPF2,1465,1021,panel,0.16123185,0.2969641
CLSTN1,1467,5,panel,0.5098007,0.45643502
ZNF274,1468,1137,panel,0.087548874,0.22621574
TCEA2,1470,1171,panel,0.1441525,0.2824592
ATPAF2,1477,1006,rest,0.0870325,0.22668935
NME6,1480,220,rest,0.196186,0.3182878
CYCS,1481,459,panel,1.2674654,0.5211789
MALT1,1483,1069,panel,0.12736295,0.26719385
ZNF131,1484,339,panel,0.2288626,0.34696105
NAA16,1491,805,rest,0.108014755,0.25349346
OXSR1,1494,213,panel,0.4125188,0.43665555
GLRX,1498,351,panel,0.43631104,0.44186613
DAG1,1502,224,panel,0.3152013,0.388556
ZNRD2,1504,702,rest,0.41725647,0.44630772
SMARCC1,1505,218,panel,0.80043846,0.5062414
NABP1,1506,178,rest,0.1935172,0.34534883
NET1,1510,621,panel,0.16604015,0.30482408
PHC3,1511,275,rest,0.12402135,0.2630066
GOLIM4,1512,273,rest,0.44367734,0.45223588
DDX23,1515,756,rest,0.3013725,0.3820714
AKIRIN1,1518,28,rest,0.388516,0.4178458
B4GAT1,1520,706,panel,0.17592773,0.3128291
GLMN,1521,58,rest,0.11290008,0.25295866
KCTD13,1522,950,rest,0.05380803,0.17681266
UBE2C,1527,1156,panel,0.6447416,0.7587488
VCPIP1,1528,546,rest,0.108479865,0.24685974
PSMD2,1530,282,panel,1.702153,0.45168632
PCCA,1532,817,rest,0.062192272,0.19009998
ARHGAP1,1533,687,panel,0.18517892,0.3276752
CCNE2,1534,552,panel,0.13673694,0.31364173
CLTB,1536,379,panel,0.6212414,0.4883395
POLD4,1538,707,panel,0.62418306,0.5021442
DRAP1,1539,705,panel,1.8554759,0.44177008
FOSL1,1540,704,panel,0.63221604,0.5263453
CCDC85B,1541,703,panel,1.1240269,0.54159796
RUVBL1,1542,254,panel,0.61134803,0.48346633
MSRA,1544,518,panel,0.10497246,0.24860431
SWI5,1545,607,rest,0.33250973,0.3861351
TUBB6,1547,1062,panel,1.0646515,0.53855574
CHMP6,1548,1053,panel,0.1829993,0.31491747
PXMP2,1556,796,panel,0.36761674,0.41605434
SEC24C,1559,645,rest,0.14284231,0.28177744
TIMM22,1561,985,panel,0.25537342,0.36429778
JUN,1566,51,panel,0.5603463,0.5295742
IL17RA,1567,1185,rest,0.059533183,0.18303552
MLF1,1573,271,rest,0.18892093,0.32370585
DDX10,1575,722,panel,0.2564761,0.36534438
LCORL,1576,295,rest,0.16501603,0.30294383
GALNT11,1577,514,rest,0.13488697,0.27330494
P4HTM,1579,221,panel,0.14883488,0.28862193
SUZ12,1581,1014,panel,0.5960618,0.49340343
EXOSC4,1583,569,panel,0.23921213,0.34972715
CYBC1,1584,1058,rest,0.15701315,0.28762013
AURKB,1585,1003,panel,0.25581512,0.40680578
RRS1,1586,545,panel,0.3580296,0.41728792
MROH1,1589,570,rest,0.086023934,0.2198265
SERTAD2,1590,144,rest,0.17117389,0.31074512
PUF60,1594,568,panel,0.6138658,0.47659057
SOCS4,1595,851,rest,0.18932964,0.31569448
NRIP1,1600,1173,panel,0.5383863,0.4927525
TMEM45A,1610,246,rest,0.07184352,0.20393002
COPG1,1612,257,rest,0.29058334,0.37869987
ADO,1613,633,panel,0.09558378,0.24009736
CCDC149,1614,296,rest,0.094163336,0.22987027
GET1,1615,1181,panel,0.22395326,0.351434
EXT1,1619,560,panel,0.52783823,0.46740112
SHMT2,1620,768,rest,0.4511244,0.44025183
BACE2,1621,1182,panel,0.5137274,0.45793775
TRAPPC6B,1623,839,rest,0.19612046,0.32058635
MFSD5,1625,761,rest,0.11646216,0.262262
ADI1,1626,131,panel,0.5494133,0.46909225
TSKU,1628,713,panel,0.07525988,0.20805833
NGRN,1629,916,panel,0.53758496,0.46208754
ACBD3,1630,119,panel,0.4516661,0.43466234
C16orf72,1631,937,rest,0.10988889,0.24806052
HMGN4,1633,398,rest,0.1946895,0.31822377
