gene_symbol,ensembl_id,replogle:K562_essential_normalized_bulk,replogle:K562_essential_raw_bulk,replogle:K562_essential_raw_singlecell,replogle:K562_gwps_normalized_bulk,replogle:K562_gwps_raw_bulk,replogle:K562_gwps_raw_singlecell,replogle:rpe1_normalized_bulk,replogle:rpe1_raw_bulk,replogle:rpe1_raw_singlecell,lincs:level5_beta_ctl_n58022x12328,lincs:level5_beta_ctl_n58022x12328:landmark,lincs:level5_beta_trt_xpr_n142901x12328,lincs:level5_beta_trt_xpr_n142901x12328:landmark
PDHX,ENSG00000110435,True,True,True,True,True,True,True,True,True,True,True,True,True
PTPMT1,ENSG00000110536,True,True,True,True,True,True,True,True,True,False,False,False,False
SLC35F2,ENSG00000110660,True,True,True,True,True,True,True,True,True,True,True,True,True
NUP98,ENSG00000110713,True,True,True,True,True,True,True,True,True,True,False,True,False
PSMD9,ENSG00000110801,True,True,True,True,True,True,True,True,True,True,True,True,True
CAPRIN2,ENSG00000110888,False,False,False,False,False,False,True,True,True,True,False,True,False
SLC11A2,ENSG00000110911,True,True,True,True,True,True,True,True,True,True,True,True,True
MLEC,ENSG00000110917,True,True,True,True,True,True,True,True,True,True,True,True,True
MVK,ENSG00000110921,True,True,True,True,True,True,False,False,False,True,False,True,False
PPM1H,ENSG00000111110,False,False,False,False,False,False,False,False,False,True,False,True,False
ITFG2,ENSG00000111203,True,True,True,True,True,True,True,True,True,False,False,False,False
FOXM1,ENSG00000111206,True,True,True,True,True,True,True,True,True,True,False,True,False
AKAP3,ENSG00000111254,False,False,False,False,False,False,False,False,False,True,False,True,False
CDKN1B,ENSG00000111276,True,True,True,True,True,True,True,True,True,True,True,True,True
GPRC5D,ENSG00000111291,False,False,False,False,False,False,False,False,False,True,False,True,False
RFC5,ENSG00000111445,True,True,True,True,True,True,True,True,True,True,True,True,True
TIMELESS,ENSG00000111602,True,True,True,True,True,True,True,True,True,True,True,True,True
COPS7A,ENSG00000111652,True,True,True,True,True,True,True,True,True,True,True,True,True
ENO2,ENSG00000111674,True,True,True,True,True,True,True,True,True,True,False,True,False
ATN1,ENSG00000111676,True,True,True,True,True,True,True,True,True,True,False,True,False
PTPN6,ENSG00000111679,False,False,False,False,False,False,False,False,False,True,True,True,True
GOLT1B,ENSG00000111711,True,True,True,True,True,True,True,True,True,True,True,True,True
C2CD5,ENSG00000111731,True,True,True,False,False,False,True,True,True,True,True,True,True
RAB35,ENSG00000111737,True,True,True,True,True,True,True,True,True,True,False,True,False
BTN3A3,ENSG00000111801,False,False,False,False,False,False,False,False,False,True,False,True,False
RSPH4A,ENSG00000111834,False,False,False,False,False,False,False,False,False,False,False,False,False
PPARD,ENSG00000112033,False,False,False,False,False,False,True,True,True,True,True,True,True
MCM3,ENSG00000112118,True,True,True,True,True,True,True,True,True,True,True,True,True
MDN1,ENSG00000112159,True,True,True,True,True,True,True,True,True,True,False,True,False
ZNF451,ENSG00000112200,True,True,True,True,True,True,True,True,True,True,True,True,True
ASCC3,ENSG00000112249,True,True,True,True,True,True,True,True,True,True,True,True,True
GMNN,ENSG00000112312,True,True,True,True,True,True,True,True,True,True,True,True,True
SLC22A2,ENSG00000112499,False,False,False,False,False,False,False,False,False,True,False,True,False
CCND3,ENSG00000112576,True,True,True,True,True,True,True,True,True,True,True,True,True
TBP,ENSG00000112592,True,True,True,True,True,True,True,True,True,True,True,True,True
PTK7,ENSG00000112655,True,True,True,True,True,True,True,True,True,True,False,True,False
DNPH1,ENSG00000112667,True,True,True,True,True,True,True,True,True,True,False,True,False
DUSP22,ENSG00000112679,True,True,True,True,True,True,True,True,True,True,True,True,True
EXOC2,ENSG00000112685,True,True,True,True,True,True,True,True,True,True,False,True,False
SENP6,ENSG00000112701,True,True,True,True,True,True,True,True,True,True,True,True,True
TBX18,ENSG00000112837,True,True,True,True,True,True,False,False,False,False,False,False,False
TENT4A,ENSG00000112941,True,True,True,True,True,True,True,True,True,True,True,True,True
GHR,ENSG00000112964,False,False,False,False,False,False,False,False,False,True,True,True,True
HMGCS1,ENSG00000112972,True,True,True,True,True,True,True,True,True,True,True,True,True
KIF20A,ENSG00000112984,True,True,True,True,True,True,True,True,True,True,True,True,True
NNT,ENSG00000112992,True,True,True,True,True,True,True,True,True,True,True,True,True
HMGCR,ENSG00000113161,True,True,True,True,True,True,True,True,True,True,True,True,True
GNPDA1,ENSG00000113552,True,True,True,True,True,True,True,True,True,True,True,True,True
SKP1,ENSG00000113558,True,True,True,True,True,True,True,True,True,True,True,True,True
NR3C1,ENSG00000113580,True,True,True,True,True,True,True,True,True,True,True,True,True
TCERG1,ENSG00000113649,True,True,True,True,True,True,True,True,True,True,True,True,True
CSNK1A1,ENSG00000113712,True,True,True,True,True,True,True,True,True,True,True,True,True
HMGXB3,ENSG00000113716,True,True,True,True,True,True,True,True,True,True,False,True,False
SMC4,ENSG00000113810,True,True,True,True,True,True,True,True,True,True,True,True,True
PCCB,ENSG00000114054,True,True,True,True,True,True,True,True,True,True,True,True,True
RNF7,ENSG00000114125,True,True,True,True,True,True,True,True,True,True,False,True,False
HES1,ENSG00000114315,True,True,True,True,True,True,True,True,True,True,True,True,True
GNAI2,ENSG00000114353,True,True,True,True,True,True,True,True,True,True,True,True,True
NPRL2,ENSG00000114388,True,True,True,True,True,True,True,True,True,True,True,True,True
CBLB,ENSG00000114423,False,False,False,False,False,False,True,True,True,True,True,True,True
IQCG,ENSG00000114473,False,False,False,False,False,False,False,False,False,True,False,True,False
UMPS,ENSG00000114491,True,True,True,True,True,True,True,True,True,True,False,True,False
KIAA1257,ENSG00000114656,False,False,False,False,False,False,False,False,False,False,False,False,False
MAPKAPK3,ENSG00000114738,True,True,True,True,True,True,True,True,True,True,True,True,True
ABCC5,ENSG00000114770,True,True,True,True,True,True,True,True,True,True,True,True,True
TNNC1,ENSG00000114854,False,False,False,False,False,False,False,False,False,True,False,True,False
EIF4G1,ENSG00000114867,True,True,True,True,True,True,True,True,True,True,True,True,True
TTL,ENSG00000114999,True,True,True,True,True,True,True,True,True,False,False,False,False
PIKFYVE,ENSG00000115020,True,True,True,True,True,True,True,True,True,True,False,True,False
NCL,ENSG00000115053,True,True,True,True,True,True,True,True,True,True,False,True,False
FN1,ENSG00000115414,False,False,False,False,False,False,True,True,True,True,False,True,False
STAT1,ENSG00000115415,True,True,True,True,True,True,True,True,True,True,True,True,True
PAPOLG,ENSG00000115421,True,True,True,True,True,True,False,False,False,True,False,True,False
PECR,ENSG00000115425,False,False,False,False,False,False,False,False,False,True,True,True,True
KCNJ13,ENSG00000115474,False,False,False,False,False,False,False,False,False,False,False,False,False
TXNDC9,ENSG00000115514,True,True,True,True,True,True,True,True,True,True,True,True,True
ST3GAL5,ENSG00000115525,False,False,False,False,False,False,False,False,False,True,True,True,True
KDM3A,ENSG00000115548,True,True,True,True,True,True,True,True,True,True,True,True,True
IL1R1,ENSG00000115594,False,False,False,False,False,False,False,False,False,True,False,True,False
FHL2,ENSG00000115641,False,False,False,False,False,False,True,True,True,True,True,True,True
ABCB6,ENSG00000115657,True,True,True,True,True,True,True,True,True,True,True,True,True
SLC5A7,ENSG00000115665,False,False,False,False,False,False,False,False,False,True,False,True,False
STK25,ENSG00000115694,True,True,True,True,True,True,True,True,True,True,True,True,True
ID2,ENSG00000115738,False,False,False,False,False,False,True,True,True,True,True,True,True
GORASP2,ENSG00000115806,True,True,True,True,True,True,True,True,True,True,False,True,False
CEBPZ,ENSG00000115816,True,True,True,True,True,True,True,True,True,True,True,True,True
DARS,ENSG00000115866,True,True,True,True,True,True,True,True,True,True,False,True,False
SLC1A4,ENSG00000115902,False,False,False,False,False,False,False,False,False,True,True,True,True
TRAK2,ENSG00000115993,False,False,False,False,False,False,True,True,True,True,True,True,True
PCYOX1,ENSG00000116005,True,True,True,True,True,True,True,True,True,True,False,True,False
NFE2L2,ENSG00000116044,True,True,True,True,True,True,True,True,True,True,True,True,True
MSH6,ENSG00000116062,True,True,True,True,True,True,True,True,True,True,True,True,True
SPR,ENSG00000116096,True,True,True,True,True,True,True,True,True,True,True,True,True
BCL9,ENSG00000116128,False,False,False,False,False,False,False,False,False,True,False,True,False
GPX7,ENSG00000116157,False,False,False,False,False,False,False,False,False,True,False,True,False
SCP2,ENSG00000116171,True,True,True,True,True,True,True,True,True,True,True,True,True
FAM20B,ENSG00000116199,True,True,True,True,True,True,True,True,True,True,True,True,True
ICMT,ENSG00000116237,True,True,True,True,True,True,True,True,True,True,True,True,True
OPRD1,ENSG00000116329,False,False,False,False,False,False,False,False,False,True,False,True,False
SRSF4,ENSG00000116350,True,True,True,True,True,True,True,True,True,True,False,True,False
CAPZA1,ENSG00000116489,True,True,True,True,True,True,True,True,True,True,False,True,False
ARHGEF2,ENSG00000116584,True,True,True,True,True,True,True,True,True,True,True,True,True
PLA2G4A,ENSG00000116711,False,False,False,False,False,False,True,True,True,True,True,True,True
GADD45A,ENSG00000116717,True,True,True,True,True,True,True,True,True,True,True,True,True
RGS2,ENSG00000116741,False,False,False,False,False,False,False,False,False,True,True,True,True
CRYZ,ENSG00000116791,True,True,True,True,True,True,True,True,True,True,True,True,True
CD58,ENSG00000116815,True,True,True,True,True,True,True,True,True,True,True,True,True
LGALS8,ENSG00000116977,True,True,True,True,True,True,True,True,True,True,True,True,True
AKT3,ENSG00000117020,False,False,False,False,False,False,True,True,True,True,False,True,False
SDHB,ENSG00000117118,True,True,True,True,True,True,True,True,True,True,True,True,True
KDM5B,ENSG00000117139,True,True,True,True,True,True,True,True,True,True,True,True,True
GALE,ENSG00000117308,True,True,True,True,True,True,True,True,True,True,True,True,True
EBNA1BP2,ENSG00000117395,True,True,True,True,True,True,True,True,True,True,True,True,True
CDC20,ENSG00000117399,True,True,True,True,True,True,True,True,True,True,True,True,True
IPO13,ENSG00000117408,True,True,True,True,True,True,True,True,True,True,True,True,True
ATP6V0B,ENSG00000117410,True,True,True,True,True,True,True,True,True,True,True,True,True
PIK3R3,ENSG00000117461,True,True,True,True,True,True,True,True,True,True,True,True,True
FAAH,ENSG00000117480,False,False,False,False,False,False,False,False,False,True,False,True,False
RCAN3,ENSG00000117602,False,False,False,False,False,False,True,True,True,True,False,True,False
SLC35A3,ENSG00000117620,True,True,True,True,True,True,True,True,True,True,True,True,True
STMN1,ENSG00000117632,True,True,True,True,True,True,True,True,True,True,True,True,True
MAN1C1,ENSG00000117643,False,False,False,False,False,False,False,False,False,True,False,True,False
DHDDS,ENSG00000117682,True,True,True,True,True,True,True,True,True,True,True,True,True
NENF,ENSG00000117691,True,True,True,True,True,True,True,True,True,True,True,True,True
RPA2,ENSG00000117748,True,True,True,True,True,True,True,True,True,True,True,True,True
OSBPL9,ENSG00000117859,True,True,True,True,True,True,True,True,True,True,False,True,False
CTSD,ENSG00000117984,True,True,True,True,True,True,True,True,True,True,True,True,True
KIF14,ENSG00000118193,True,True,True,True,True,True,True,True,True,True,True,True,True
CAMSAP2,ENSG00000118200,True,True,True,True,True,True,True,True,True,True,True,True,True
ATF6,ENSG00000118217,True,True,True,True,True,True,True,True,True,True,True,True,True
CREB1,ENSG00000118260,True,True,True,True,True,True,True,True,True,True,True,True,True
RNF146,ENSG00000118518,True,True,True,True,True,True,True,True,True,True,False,True,False
RXYLT1,ENSG00000118600,True,True,True,True,True,True,True,True,True,True,True,True,True
FOXO3,ENSG00000118689,True,True,True,True,True,True,True,True,True,True,True,True,True
SPP1,ENSG00000118785,False,False,False,False,False,False,True,True,True,True,True,True,True
ITGB1BP1,ENSG00000119185,True,True,True,True,True,True,True,True,True,True,True,True,True
CCDC92,ENSG00000119242,True,True,True,True,True,True,True,True,True,True,True,True,True
HEATR1,ENSG00000119285,True,True,True,True,True,True,True,True,True,True,True,True,True
RAD23B,ENSG00000119318,True,True,True,True,True,True,True,True,True,True,False,True,False
CTNNAL1,ENSG00000119326,True,True,True,True,True,True,True,True,True,True,True,True,True
GLE1,ENSG00000119392,True,True,True,True,True,True,True,True,True,True,False,True,False
CNTRL,ENSG00000119397,True,True,True,True,True,True,True,True,True,True,False,True,False
ZBTB45,ENSG00000119574,False,False,False,False,False,False,True,True,True,False,False,False,False
TGFB3,ENSG00000119699,False,False,False,False,False,False,False,False,False,True,True,True,True
SLIRP,ENSG00000119705,True,True,True,True,True,True,True,True,True,True,False,True,False
SUPT7L,ENSG00000119760,True,True,True,True,True,True,True,True,True,True,False,True,False
DNMT3A,ENSG00000119772,True,True,True,True,True,True,False,False,False,True,True,True,True
IDE,ENSG00000119912,True,True,True,True,True,True,True,True,True,True,True,True,True
SMNDC1,ENSG00000119953,True,True,True,True,True,True,True,True,True,True,True,True,True
MTHFD1L,ENSG00000120254,True,True,True,True,True,True,True,True,True,False,False,False,False
PCMT1,ENSG00000120265,True,True,True,True,True,True,True,True,True,True,True,True,True
CENPL,ENSG00000120334,True,True,True,True,True,True,True,True,True,False,False,False,False
GORAB,ENSG00000120370,False,False,False,False,False,False,True,True,True,False,False,False,False
ACAT2,ENSG00000120437,True,True,True,True,True,True,True,True,True,True,True,True,True
NUDCD1,ENSG00000120526,True,True,True,True,True,True,True,True,True,False,False,False,False
DNAJC15,ENSG00000120675,False,False,False,False,False,False,True,True,True,True,True,True,True
UFM1,ENSG00000120686,True,True,True,True,True,True,True,True,True,True,True,True,True
SMAD9,ENSG00000120693,False,False,False,False,False,False,True,True,True,True,False,True,False
EGR1,ENSG00000120738,True,True,True,True,True,True,True,True,True,True,True,True,True
PLS1,ENSG00000120756,True,True,True,True,True,True,False,False,False,True,True,True,True
NR2C1,ENSG00000120798,True,True,True,True,True,True,True,True,True,True,False,True,False
MTERF2,ENSG00000120832,True,True,True,True,True,True,False,False,False,False,False,False,False
SOCS2,ENSG00000120833,True,True,True,True,True,True,False,False,False,True,True,True,True
DUSP4,ENSG00000120875,False,False,False,False,False,False,True,True,True,True,True,True,True
SORBS3,ENSG00000120896,True,True,True,True,True,True,True,True,True,True,True,True,True
PTK2B,ENSG00000120899,False,False,False,False,False,False,False,False,False,True,True,True,True
NPPB,ENSG00000120937,False,False,False,False,False,False,False,False,False,True,False,True,False
LYPLA1,ENSG00000120992,True,True,True,True,True,True,True,True,True,True,True,True,True
TBX2,ENSG00000121068,False,False,False,False,False,False,False,False,False,True,True,True,True
SLC35B1,ENSG00000121073,True,True,True,True,True,True,True,True,True,True,True,True,True
CAT,ENSG00000121691,True,True,True,True,True,True,True,True,True,True,True,True,True
ZMYM2,ENSG00000121741,True,True,True,True,True,True,True,True,True,True,True,True,True
PIK3CA,ENSG00000121879,True,True,True,True,True,True,True,True,True,True,True,True,True
PDS5A,ENSG00000121892,True,True,True,True,True,True,True,True,True,True,True,True,True
CXCR4,ENSG00000121966,False,False,False,False,False,False,False,False,False,True,True,True,True
ZRANB3,ENSG00000121988,True,True,True,True,True,True,True,True,True,False,False,False,False
FYTTD1,ENSG00000122068,True,True,True,True,True,True,True,True,True,False,False,False,False
TBX22,ENSG00000122145,False,False,False,False,False,False,False,False,False,False,False,False,False
NAA60,ENSG00000122390,True,True,True,True,True,True,True,True,True,True,False,True,False
LRRC39,ENSG00000122477,False,False,False,False,False,False,False,False,False,False,False,False,False
RWDD3,ENSG00000122481,True,True,True,True,True,True,True,True,True,True,False,True,False
SLC66A2,ENSG00000122490,False,False,False,False,False,False,True,True,True,True,False,True,False
BBS9,ENSG00000122507,False,False,False,False,False,False,False,False,False,True,False,True,False
INHBA,ENSG00000122641,False,False,False,False,False,False,True,True,True,True,False,True,False
DCAF10,ENSG00000122741,True,True,True,True,True,True,True,True,True,True,False,True,False
CISD1,ENSG00000122873,True,True,True,True,True,True,True,True,True,True,True,True,True
ECD,ENSG00000122882,True,True,True,True,True,True,True,True,True,True,True,True,True
SSPN,ENSG00000123096,False,False,False,False,False,False,True,True,True,True,False,True,False
ACOT9,ENSG00000123130,True,True,True,True,True,True,True,True,True,True,True,True,True
ADGRE5,ENSG00000123146,True,True,True,True,True,True,True,True,True,True,True,True,True
WDR83,ENSG00000123154,True,True,True,True,True,True,True,True,True,False,False,False,False
SPRYD7,ENSG00000123178,True,True,True,True,True,True,True,True,True,True,False,True,False
ATF1,ENSG00000123268,True,True,True,True,True,True,True,True,True,True,True,True,True
PDE1B,ENSG00000123360,False,False,False,False,False,False,False,False,False,True,False,True,False
CDK2,ENSG00000123374,True,True,True,True,True,True,True,True,True,True,True,True,True
LRP1,ENSG00000123384,False,False,False,False,False,False,True,True,True,True,False,True,False
SARDH,ENSG00000123453,False,False,False,False,False,False,False,False,False,True,False,True,False
LPGAT1,ENSG00000123684,True,True,True,True,True,True,True,True,True,True,True,True,True
BATF3,ENSG00000123685,False,False,False,False,False,False,False,False,False,True,False,True,False
PLA2G12A,ENSG00000123739,True,True,True,True,True,True,True,True,True,True,False,True,False
NCOA3,ENSG00000124151,True,True,True,True,True,True,True,True,True,True,True,True,True
VAPB,ENSG00000124164,True,True,True,True,True,True,True,True,True,True,True,True,True
SRSF6,ENSG00000124193,True,True,True,True,True,True,True,True,True,True,False,True,False
NEURL2,ENSG00000124257,False,False,False,False,False,False,False,False,False,False,False,False,False
STAMBP,ENSG00000124356,True,True,True,True,True,True,True,True,True,True,True,True,True
USP22,ENSG00000124422,True,True,True,True,True,True,True,True,True,True,True,True,True
GRM4,ENSG00000124493,False,False,False,False,False,False,False,False,False,True,False,True,False
WRNIP1,ENSG00000124535,True,True,True,True,True,True,True,True,True,True,False,True,False
UNC5CL,ENSG00000124602,False,False,False,False,False,False,False,False,False,False,False,False,False
HIST1H1A,ENSG00000124610,False,False,False,False,False,False,False,False,False,True,False,True,False
SPDEF,ENSG00000124664,False,False,False,False,False,False,False,False,False,True,True,True,True
CDKN1A,ENSG00000124762,False,False,False,False,False,False,True,True,True,True,True,True,True
SOX4,ENSG00000124766,True,True,True,True,True,True,True,True,True,True,True,True,True
SSR1,ENSG00000124783,True,True,True,True,True,True,True,True,True,True,False,True,False
EFNB2,ENSG00000125266,False,False,False,False,False,False,True,True,True,True,False,True,False
TM9SF2,ENSG00000125304,True,True,True,True,True,True,True,True,True,True,True,True,True
UPF3B,ENSG00000125351,True,True,True,True,True,True,True,True,True,True,False,True,False
DMAC2L,ENSG00000125375,True,True,True,True,True,True,True,True,True,True,True,True,True
BMP4,ENSG00000125378,False,False,False,False,False,False,True,True,True,True,True,True,True
MYH2,ENSG00000125414,False,False,False,False,False,False,False,False,False,True,False,True,False
NUP85,ENSG00000125450,True,True,True,True,True,True,True,True,True,True,True,True,True
MSTO1,ENSG00000125459,True,True,True,True,True,True,True,True,True,False,False,False,False
C1orf61,ENSG00000125462,False,False,False,True,True,True,False,False,False,True,False,True,False
KIR2DL1,ENSG00000125498,False,False,False,False,False,False,False,False,False,True,False,True,False
MBOAT7,ENSG00000125505,True,True,True,True,True,True,True,True,True,True,True,True,True
IL1B,ENSG00000125538,False,False,False,False,False,False,True,True,True,True,True,True,True
PAX8,ENSG00000125618,False,False,False,False,False,False,True,True,True,True,True,True,True
SNRPD2,ENSG00000125743,True,True,True,True,True,True,True,True,True,True,False,True,False
RTN2,ENSG00000125744,True,True,True,True,True,True,False,False,False,True,True,True,True
EML2,ENSG00000125746,True,True,True,True,True,True,False,False,False,True,False,True,False
TGM3,ENSG00000125780,False,False,False,False,False,False,False,False,False,True,False,True,False
NKX2-4,ENSG00000125816,False,False,False,False,False,False,False,False,False,False,False,False,False
PSMF1,ENSG00000125818,True,True,True,True,True,True,True,True,True,True,True,True,True
DSTN,ENSG00000125868,True,True,True,True,True,True,True,True,True,True,False,True,False
BPIFB1,ENSG00000125999,False,False,False,False,False,False,False,False,False,False,False,False,False
PLAGL2,ENSG00000126003,True,True,True,True,True,True,False,False,False,True,False,True,False
UROD,ENSG00000126088,True,True,True,True,True,True,True,True,True,True,False,True,False
FFAR2,ENSG00000126262,False,False,False,False,False,False,False,False,False,True,False,True,False
BECN1,ENSG00000126581,True,True,True,True,True,True,True,True,True,True,True,True,True
TRAP1,ENSG00000126602,True,True,True,True,True,True,True,True,True,True,True,True,True
TIMM17B,ENSG00000126768,True,True,True,True,True,True,True,True,True,True,True,True,True
KTN1,ENSG00000126777,True,True,True,True,True,True,True,True,True,True,True,True,True
PLEKHG3,ENSG00000126822,False,False,False,False,False,False,True,True,True,True,False,True,False
MAP2K2,ENSG00000126934,True,True,True,True,True,True,True,True,True,True,False,True,False
TRAF2,ENSG00000127191,True,True,True,True,True,True,False,False,False,True,False,True,False
PIN1,ENSG00000127445,True,True,True,True,True,True,True,True,True,True,True,True,True
FBXL12,ENSG00000127452,True,True,True,True,True,True,True,True,True,True,True,True,True
OR7C1,ENSG00000127530,False,False,False,False,False,False,False,False,False,True,False,True,False
UQCR11,ENSG00000127540,True,True,True,True,True,True,True,True,True,True,False,True,False
SYNGR3,ENSG00000127561,True,True,True,True,True,True,False,False,False,True,True,True,True
MACF1,ENSG00000127603,True,True,True,True,True,True,True,True,True,True,True,True,True
SMARCA4,ENSG00000127616,True,True,True,True,True,True,True,True,True,True,True,True,True
TICAM1,ENSG00000127666,False,False,False,False,False,False,False,False,False,True,True,True,True
AKAP9,ENSG00000127914,True,True,True,True,True,True,True,True,True,True,False,True,False
SEM1,ENSG00000127922,True,True,True,True,True,True,True,True,True,True,False,True,False
PTPN12,ENSG00000127947,True,True,True,True,True,True,True,True,True,True,True,True,True
POR,ENSG00000127948,True,True,True,True,True,True,True,True,True,True,False,True,False
GNAI1,ENSG00000127955,False,False,False,False,False,False,True,True,True,True,True,True,True
ZFP36,ENSG00000128016,False,False,False,False,False,False,False,False,False,True,True,True,True
PAICS,ENSG00000128050,True,True,True,True,True,True,True,True,True,True,True,True,True
CDC42EP1,ENSG00000128283,True,True,True,True,True,True,True,True,True,True,False,True,False
TPST2,ENSG00000128294,True,True,True,True,True,True,True,True,True,True,False,True,False
RAC2,ENSG00000128340,True,True,True,True,True,True,False,False,False,True,True,True,True
DOCK4,ENSG00000128512,False,False,False,False,False,False,False,False,False,True,False,True,False
CALU,ENSG00000128595,True,True,True,True,True,True,True,True,True,True,True,True,True
CHN1,ENSG00000128656,False,False,False,False,False,False,True,True,True,True,True,True,True
OSGEPL1,ENSG00000128694,False,False,False,False,False,False,False,False,False,True,False,True,False
HAT1,ENSG00000128708,True,True,True,True,True,True,True,True,True,True,True,True,True
CHAC1,ENSG00000128965,False,False,False,False,False,False,False,False,False,True,True,True,True
CLN6,ENSG00000128973,True,True,True,True,True,True,True,True,True,True,False,True,False
ARPP19,ENSG00000128989,True,True,True,True,True,True,True,True,True,True,True,True,True
LOXL1,ENSG00000129038,False,False,False,False,False,False,True,True,True,True,True,True,True
PSMA1,ENSG00000129084,True,True,True,True,True,True,True,True,True,True,False,True,False
DCTD,ENSG00000129187,True,True,True,True,True,True,True,True,True,True,True,True,True
TXNDC17,ENSG00000129235,True,True,True,True,True,True,True,True,True,False,False,False,False
PHF20L1,ENSG00000129292,True,True,True,True,True,True,True,True,True,True,False,True,False
ILF3,ENSG00000129351,True,True,True,True,True,True,True,True,True,True,False,True,False
ADCY4,ENSG00000129467,False,False,False,False,False,False,False,False,False,False,False,False,False
PARP2,ENSG00000129484,True,True,True,True,True,True,True,True,True,True,True,True,True
SNX6,ENSG00000129515,True,True,True,True,True,True,True,True,True,True,True,True,True
EAPP,ENSG00000129518,True,True,True,True,True,True,True,True,True,True,True,True,True
TEP1,ENSG00000129566,False,False,False,False,False,False,False,False,False,True,False,True,False
REEP5,ENSG00000129625,True,True,True,True,True,True,True,True,True,True,True,True,True
ITFG1,ENSG00000129636,True,True,True,True,True,True,True,True,True,True,True,True,True
ART1,ENSG00000129744,False,False,False,False,False,False,False,False,False,True,False,True,False
MAU2,ENSG00000129933,True,True,True,True,True,True,True,True,True,True,False,True,False
STARD8,ENSG00000130052,False,False,False,False,False,False,False,False,False,True,False,True,False
LDLR,ENSG00000130164,True,True,True,True,True,True,True,True,True,True,False,True,False
CNN1,ENSG00000130176,True,True,True,False,False,False,False,False,False,True,False,True,False
APOE,ENSG00000130203,True,True,True,True,True,True,False,False,False,True,True,True,True
XPO7,ENSG00000130227,True,True,True,True,True,True,True,True,True,True,True,True,True
ACSBG2,ENSG00000130377,False,False,False,False,False,False,False,False,False,True,False,True,False
FCHO1,ENSG00000130475,False,False,False,False,False,False,False,False,False,True,True,True,True
JUND,ENSG00000130522,True,True,True,True,True,True,True,True,True,True,False,True,False
OLFM1,ENSG00000130558,False,False,False,False,False,False,False,False,False,True,False,True,False
PAK4,ENSG00000130669,True,True,True,True,True,True,True,True,True,True,True,True,True
TAF4,ENSG00000130699,True,True,True,True,True,True,False,False,False,True,False,True,False
OSBPL2,ENSG00000130703,True,True,True,True,True,True,True,True,True,True,False,True,False
DNMT1,ENSG00000130816,True,True,True,True,True,True,True,True,True,True,True,True,True
PKDREJ,ENSG00000130943,False,False,False,False,False,False,False,False,False,True,False,True,False
RGN,ENSG00000130988,False,False,False,False,False,False,False,False,False,True,False,True,False
LILRB2,ENSG00000131042,False,False,False,False,False,False,False,False,False,True,False,True,False
F12,ENSG00000131187,True,True,True,True,True,True,True,True,True,True,False,True,False
PRR7,ENSG00000131188,False,False,False,False,False,False,True,True,True,True,True,True,True
SH3BP5,ENSG00000131370,True,True,True,True,True,True,True,True,True,True,True,True,True
TBC1D5,ENSG00000131374,True,True,True,True,True,True,True,True,True,True,False,True,False
NR1H2,ENSG00000131408,True,True,True,True,True,True,True,True,True,True,True,True,True
ACLY,ENSG00000131473,True,True,True,True,True,True,True,True,True,True,True,True,True
IL13RA1,ENSG00000131724,True,True,True,True,True,True,True,True,True,True,True,True,True
TOP2A,ENSG00000131747,True,True,True,True,True,True,True,True,True,True,True,True,True
STARD3,ENSG00000131748,True,True,True,True,True,True,True,True,True,True,False,True,False
ZNF132,ENSG00000131849,False,False,False,False,False,False,False,False,False,True,False,True,False
RHPN2,ENSG00000131941,False,False,False,False,False,False,False,False,False,False,False,False,False
DNAJB1,ENSG00000132002,True,True,True,True,True,True,True,True,True,True,True,True,True
LRRC41,ENSG00000132128,True,True,True,True,True,True,True,True,True,True,True,True,True
PPARG,ENSG00000132170,False,False,False,False,False,False,True,True,True,True,True,True,True
ENOSF1,ENSG00000132199,True,True,True,True,True,True,True,True,True,True,True,True,True
ARFIP2,ENSG00000132254,True,True,True,True,True,True,True,True,True,True,True,True,True
RRP8,ENSG00000132275,True,True,True,True,True,True,True,True,True,True,True,True,True
RPA1,ENSG00000132383,True,True,True,True,True,True,True,True,True,True,True,True,True
MTSS2,ENSG00000132613,False,False,False,False,False,False,False,False,False,True,False,True,False
SNAP25,ENSG00000132639,False,False,False,False,False,False,False,False,False,True,True,True,True
PCNA,ENSG00000132646,True,True,True,True,True,True,True,True,True,True,True,True,True
KHDC4,ENSG00000132680,True,True,True,True,True,True,True,True,True,True,True,True,True
HAPLN2,ENSG00000132702,False,False,False,False,False,False,False,False,False,True,False,True,False
DPH2,ENSG00000132768,True,True,True,True,True,True,True,True,True,True,True,True,True
CASP9,ENSG00000132906,False,False,False,False,False,False,False,False,False,True,False,True,False
USPL1,ENSG00000132952,True,True,True,True,True,True,True,True,True,True,False,True,False
CDK8,ENSG00000132964,True,True,True,True,True,True,True,True,True,True,False,True,False
WASF3,ENSG00000132970,False,False,False,False,False,False,True,True,True,True,True,True,True
PIK3C2B,ENSG00000133056,False,False,False,False,False,False,False,False,False,True,True,True,True
CCNA1,ENSG00000133101,False,False,False,False,False,False,False,False,False,True,True,True,True
TRPC4,ENSG00000133107,False,False,False,False,False,False,False,False,False,True,False,True,False
BEX2,ENSG00000133134,True,True,True,True,True,True,False,False,False,False,False,False,False
TCEAL4,ENSG00000133142,False,False,False,False,False,False,True,True,True,True,True,True,True
EPHB2,ENSG00000133216,False,False,False,False,False,False,True,True,True,True,True,True,True
